company_id,company_name,country,industry,company_size,employee_count,annual_revenue,registration_date,city,region,status
C00506,VortexVentures 506,USA,EdTech,Large,4591,32573869,2023-07-10,Mekelle,Tigray,Active
C00507,NexusWorks 507,USA,Consulting,Micro,5,158013,2022-09-13,Addis Ababa,Addis Ababa,Suspended
C00508,CipherSolutions 508,USA,Healthcare Tech,Micro,5,76923,2024-04-14,Mekelle,Tigray,Active
C00509,QuantumSolutions 509,USA,Cloud Services,Medium,141,1199161,2023-03-28,Gondar,Amhara,Active
C00510,OrbitLabs 510,USA,Logistics,Small,33,102927,2022-02-03,Hawassa,Sidama,Active
C00511,Abay Import Export,Ethiopia,Real Estate,Medium,202,1309198,2022-10-12,Addis Ababa,Addis Ababa,Active
C00512,VertexDigital 512,USA,EdTech,Micro,2,51802,2023-04-20,Adama,Oromia,Dissolved
C00513,AetherSolutions 513,USA,E-Commerce,Large,1821,6150615,2024-07-15,Addis Ababa,Addis Ababa,Active
C00514,NexusLabs 514,USA,Healthcare Tech,Medium,158,2367263,2025-04-14,Jimma,Oromia,Active
C00515,FluxHub 515,USA,FinTech,Small,30,58837,2025-03-26,Addis Ababa,Addis Ababa,Active
C00516,Tana Services,Ethiopia,Agriculture,Medium,233,422345,2024-02-07,Adama,Oromia,Active
C00517,ZenithHub 517,USA,Cloud Services,Micro,4,93666,2025-09-03,Addis Ababa,Addis Ababa,Active
C00518,CobaltNet 518,USA,Consulting,Micro,9,377505,2025-08-26,Nekemte,Oromia,Active
C00519,VortexLabs 519,USA,E-Commerce,Micro,5,87763,2024-12-03,Adama,Oromia,Active
C00520,Nile Trading,Ethiopia,Manufacturing,Micro,9,109157,2023-10-31,Bahir Dar,Amhara,Suspended
C00521,QuantumTech 521,USA,FinTech,Small,17,83258,2025-09-12,Addis Ababa,Addis Ababa,Suspended
C00522,Awash Import Export,Ethiopia,Retail,Micro,8,71812,2024-12-22,Addis Ababa,Addis Ababa,Active
C00523,ApexGroup 523,USA,Technology,Medium,189,745468,2022-12-14,Sodo,SNNPR,Suspended
C00524,QuantumNet 524,USA,E-Commerce,Medium,65,402954,2025-12-06,Adama,Oromia,Active
C00525,VortexLabs 525,USA,Healthcare Tech,Small,20,191942,2024-08-06,Mekelle,Tigray,Active
C00526,HelixGroup 526,USA,Healthcare Tech,Medium,154,1136216,2022-10-06,Dessie,Amhara,Active
C00527,CascadeWorks 527,USA,Technology,Small,15,230095,2025-08-06,Addis Ababa,Addis Ababa,Active
C00528,Lalibela Real Estate,Ethiopia,Real Estate,Small,44,56425,2022-05-03,Dessie,Amhara,Active
C00529,Amhara Services,Ethiopia,Import/Export,Micro,9,182263,2023-03-17,Gondar,Amhara,Active
C00530,CascadeGroup  530,USA,E-Commerce,Medium,92,713183,2023-08-10,Bahir Dar,Amhara,Active
C00531,IonicHub 531,USA,Logistics,Large,4285,6273053,2022-03-18,Addis Ababa,Addis Ababa,Active
C00532,Oromia PLC,Ethiopia,Tourism,Large,1367,7121078,2023-12-06,Addis Ababa,Addis Ababa,Active
C00533,Tana Services,Ethiopia,Real Estate,Micro,6,109553,2022-11-07,Addis Ababa,Addis Ababa,Active
C00534,StratosGroup 534,USA,FinTech,Small,32,210705,2024-06-21,Addis Ababa,Addis Ababa,Active
C00535,ZenithLabs 535,USA,Cloud Services,Micro,2,107379,2023-12-21,Dire Dawa,Dire Dawa,Active
C00536,PrismIO 536,USA,Cloud Services,Micro,9,143476,2022-08-20,Jimma,Oromia,Active
C00537,PrismWorks 537,USA,Healthcare Tech,Micro,9,109140,2023-04-29,Addis Ababa,Addis Ababa,Active
C00538,Nile Textile,Ethiopia,Agriculture,Medium,221,431093,2023-03-28,Debre Birhan,Amhara,Active
C00539,FluxIO 539,USA,Cloud Services,Micro,3,30576,2025-07-10,Hawassa,Sidama,Active
C00540,IonicWorks 540,USA,FinTech,Medium,66,658186,2022-10-03,Gondar,Amhara,Suspended
C00541,AxiomWorks 541,USA,Cloud Services,Large,482,5033603,2025-07-26,Jimma,Oromia,Dissolved
C00542,Rift PLC,Ethiopia,Retail,Micro,9,139564,2025-08-09,Adama,Oromia,Active
C00543,HelixWorks 543,USA,FinTech,Small,48,426054,2023-03-18,Nekemte,Oromia,Active
C00544,PrismDigital 544,USA,EdTech,Large,3917,22105864,2022-03-14,Addis Ababa,Addis Ababa,Active
C00545,ApexVentures 545,USA,Logistics,Medium,176,893422,2023-09-06,Adama,Oromia,Active
C00546,Abay Import Export,Ethiopia,Tourism,Micro,1,228892,2024-03-12,Shashamane,Oromia,Active
C00547,ZenithHub 547,USA,Consulting,Micro,1,108427,2024-07-09,Adama,Oromia,Active
C00548,Bale PLC,Ethiopia,Import/Export,Medium,99,716093,2022-06-01,Addis Ababa,Addis Ababa,Active
C00549,AetherWorks 549,USA,Consulting,Small,27,256169,2022-03-16,Bishoftu,Oromia,Active
C00550,Oromia Import Export,Ethiopia,Real Estate,Medium,241,767122,2022-10-28,Addis Ababa,Addis Ababa,Active
C00551,Abay Manufacturing,Ethiopia,Agriculture,Small,27,84374,2025-08-23,Addis Ababa,Addis Ababa,Active
C00552,ZenithTech 552,USA,Cloud Services,Small,40,56469,2023-02-04,Jimma,Oromia,Active
C00553,Awash Real Estate,Ethiopia,Tourism,Small,43,698078,2023-05-13,Bishoftu,Oromia,Active
C00554,CipherVentures 554,USA,Cloud Services,Small,20,61177,2024-08-14,Jimma,Oromia,Active
C00555,Tigray Trading,Ethiopia,Tourism,Micro,8,165039,2022-02-15,Addis Ababa,Addis Ababa,Active
C00556,CobaltSolutions 556,USA,Technology,Small,43,432841,2022-07-31,Dire Dawa,Dire Dawa,Active
C00557,IonicTech 557,USA,E-Commerce,Micro,6,67716,2023-01-24,Jijiga,Somali,Active
C00558,StratosLabs 558,USA,E-Commerce,Micro,2,131039,2024-11-24,Addis Ababa,Addis Ababa,Active
C00559,Amhara Textile,Ethiopia,Import/Export,Micro,6,193879,2025-08-20,Mekelle,Tigray,Active
C00560,VertexSolutions 560,USA,E-Commerce,Medium,149,130985,2024-12-21,Dire Dawa,Dire Dawa,Active
C00561,EmberSystems 561,USA,Logistics,Micro,4,58989,2025-01-02,Hawassa,Sidama,Active
C00562,NovaNet 562,USA,EdTech,Medium,169,827617,2022-04-20,Nekemte,Oromia,Suspended
C00563,CascadeCloud 563,USA,Consulting,Medium,53,498506,2023-09-30,Gondar,Amhara,Active
C00564,ApexSystems 564,USA,Healthcare Tech,Enterprise,27965,97655427,2025-10-30,Addis Ababa,Addis Ababa,Active
C00565,PrismVentures 565,USA,FinTech,Small,33,49163,2022-12-20,Addis Ababa,Addis Ababa,Active
C00566,VertexWorks 566,USA,Technology,Small,46,805433,2022-08-04,Gondar,Amhara,Active
C00567,OrbitWorks 567,USA,EdTech,Small,44,161790,2022-03-06,Dire Dawa,Dire Dawa,Active
C00568,aPEXai 568,USA,E-Commerce,Micro,1,77475,2024-02-19,Bahir Dar,Amhara,Suspended
C00569,AxiomTech 569,USA,Technology,Micro,8,132871,2025-05-31,Adama,Oromia,Active
C00570,Simien Services,Ethiopia,Import/Export,Small,37,332812,2024-01-27,Nekemte,Oromia,Active
C00571,Addis Agro,Ethiopia,Retail,Micro,3,68458,2023-08-26,Nekemte,Oromia,Active
C00572,NexusSystems 572,USA,EdTech,Small,38,225313,2023-02-07,Addis Ababa,Addis Ababa,Active
C00573,Rift Services,Ethiopia,Agriculture,Medium,139,471452,2024-04-05,Jimma,Oromia,Active
C00574,Harar Agro,Ethiopia,Manufacturing,Small,14,166802,2022-10-29,Addis Ababa,Addis Ababa,Active
C00575,Oromia Manufacturing,Ethiopia,Manufacturing,Medium,98,1916751,2025-01-06,Hawassa,Sidama,Active
C00576,NexusAI 576,USA,Technology,Enterprise,25997,67028502,2024-05-02,Dilla,SNNPR,Active
C00577,EmberWorks 577,USA,Consulting,Small,44,311906,2024-01-28,Addis Ababa,Addis Ababa,Suspended
C00578,PrismGroup 578,USA,E-Commerce,Small,44,439217,2022-06-11,Adama,Oromia,Suspended
C00579,Simien Trading,Ethiopia,Import/Export,Large,426,1611274,2022-01-18,Addis Ababa,Addis Ababa,Active
C00580,QuantumNet 580,USA,EdTech,Medium,123,1168176,2025-11-26,Gondar,Amhara,Active
C00581,Amhara Import Export,Ethiopia,Import/Export,Enterprise,5831,45141915,2022-01-01,Mekelle,Tigray,Active
C00582,AxiomVentures  582,USA,Consulting,Micro,6,553357,2025-12-11,Dessie,Amhara,Active
C00583,Awash Agro,Ethiopia,Construction,Small,44,341159,2025-09-27,Bishoftu,Oromia,Active
C00584,VertexHub 584,USA,FinTech,Micro,9,29065,2023-02-16,Jimma,Oromia,Active
C00585,VertexDigital 585,USA,Consulting,Medium,208,1310391,2023-04-10,Addis Ababa,Addis Ababa,Dissolved
C00586,StratosSystems 586,USA,Consulting,Micro,8,52380,2025-09-22,Hosaena,SNNPR,Active
C00587,Tigray Investment,Ethiopia,Agriculture,Medium,83,306915,2024-06-15,bAHIR dAR,Amhara,Dissolved
C00588,ApexTech 588,USA,Healthcare Tech,Micro,3,36812,2025-03-19,Bahir Dar,Amhara,Active
C00589,Oromia Agro,Ethiopia,Retail,Medium,126,401030,2022-04-01,Dessie,Amhara,Active
C00590,QuantumSolutions 590,USA,E-Commerce,Large,305,2937154,2023-03-17,Bishoftu,Oromia,Active
C00591,HelixSolutions 591,USA,Consulting,Small,16,168157,2025-12-15,Addis Ababa,Addis Ababa,Active
C00592,Awash Investment,Ethiopia,Manufacturing,Medium,83,619999,2024-05-04,Addis Ababa,Addis Ababa,Active
C00593,  Bale Services,Ethiopia,Agriculture,Small,10,332668,2022-11-01,Addis Ababa,Addis Ababa,Active
C00594,EmberCloud 594,USA,Logistics,Micro,8,129750,2022-07-21,Dessie,Amhara,Active
C00595,AetherDynamics 595,USA,Technology,Medium,227,1953408,2024-08-21,Bahir Dar,Amhara,Active
C00596,QuantumCloud 596,USA,Logistics,Medium,196,272973,2023-02-17,Dire Dawa,Dire Dawa,Active
C00597,aWASH tRADING,Ethiopia,Real Estate,Small,14,131717,2023-09-11,Harar,Harari,Suspended
C00598,ApexDynamics 598,USA,Cloud Services,Micro,8,88210,2022-09-06,Addis Ababa,Addis Ababa,Active
C00599,EmberGroup 599,USA,Cloud Services,Micro,2,77906,2025-02-26,Hawassa,Sidama,Active
C00600,CascadeTech 600,USA,Consulting,Medium,78,966647,2023-10-28,Addis Ababa,Addis Ababa,Active
C00601,Awash Services,Ethiopia,Real Estate,Small,16,102827,2023-01-21,Hawassa,Sidama,Active
C00602,Simien Manufacturing,Ethiopia,Manufacturing,Micro,2,68255,2023-12-28,Bishoftu,Oromia,Active
C00603,CipherTech 603,USA,Logistics,Micro,4,206703,2022-08-14,Dire Dawa,Dire Dawa,Active
C00604,PrismGroup 604,USA,Technology,Medium,82,282059,2022-10-06,Shashamane,Oromia,Active
C00605,Gambella PLC,Ethiopia,Import/Export,Small,39,179349,2025-04-20,Addis Ababa,Addis Ababa,Active
C00606,AetherGroup 606,USA,EdTech,Micro,1,142670,2024-08-05,Addis Ababa,Addis Ababa,Active
C00607,Harar Real Estate,Ethiopia,Agriculture,Micro,6,81104,2024-08-11,Mekelle,Tigray,Active
C00608,NexusNet 608,USA,Logistics,Micro,2,200028,2023-11-11,Addis Ababa,Addis Ababa,Active
C00609,SynapseVentures 609,USA,Consulting,Medium,102,635161,2023-08-17,Jimma,Oromia,Active
C00610,Tigray PLC,Ethiopia,Tourism,Large,4376,19587228,2022-09-28,Mekelle,Tigray,Active
C00611,Tigray Real Estate,Ethiopia,Construction,Small,20,136643,2025-07-30,Dessie,Amhara,Active
C00612,ApexNet 612,USA,Healthcare Tech,Micro,1,62097,2025-09-01,Gondar,Amhara,Active
C00613,CipherCloud 613,USA,Healthcare Tech,Large,3191,11570976,2022-12-08,Addis Ababa,Addis Ababa,Active
C00614,Nile Real Estate,Ethiopia,Construction,Medium,149,369915,2025-06-15,Sodo,SNNPR,Active
C00615,Rift Real Estate,Ethiopia,Retail,Micro,7,72292,2023-02-10,Addis Ababa,Addis Ababa,Active
C00616,Nile Trading,Ethiopia,Manufacturing,Micro,2,93223,2022-06-09,Jimma,Oromia,Active
C00617,SynapseNet 617,USA,Logistics,Small,15,112287,2024-09-19,Sodo,SNNPR,Active
C00618,Addis Real Estate,Ethiopia,Manufacturing,Small,46,541608,2022-03-16,Dessie,Amhara,Active
C00619,PrismData 619,USA,Consulting,Small,30,67883,2024-08-30,Bishoftu,Oromia,Active
C00620,ZenithData 620,USA,Healthcare Tech,Medium,169,755245,2023-07-11,Dire Dawa,Dire Dawa,Active
C00621,CobaltGroup 621,USA,FinTech,Small,47,222707,2024-07-22,Dire Dawa,Dire Dawa,Active
C00622,Harar Import Export,Ethiopia,Manufacturing,Enterprise,44225,324858483,2024-11-24,Addis Ababa,Addis Ababa,Active
C00623,Harar Import Export,Ethiopia,Real Estate,Large,4023,9157139,2022-04-25,Adama,Oromia,Active
C00624,Simien Services,Ethiopia,Construction,Medium,97,358389,2025-07-27,Mekelle,Tigray,Active
C00625,ApexTech 625,USA,E-Commerce,Small,21,90374,2022-03-15,Gondar,Amhara,Active
C00626,Addis Manufacturing,Ethiopia,Agriculture,Small,40,310376,2022-09-07,Bishoftu,Oromia,Active
C00627,AetherHub 627,USA,Technology,Small,16,163352,2024-07-08,Sodo,SNNPR,Active
C00628,EmberLabs 628,USA,EdTech,Medium,214,1331824,2022-10-17,Bahir Dar,Amhara,Active
C00629,QuantumLabs 629,USA,Logistics,Micro,6,92120,2024-10-28,Adama,Oromia,Active
C00630,ZenithAI 630,USA,Consulting,Small,42,163325,2024-03-17,Addis Ababa,Addis Ababa,Active
C00631,Oromia Import Export,Ethiopia,Construction,Large,4179,36342884,2022-02-06,Addis Ababa,Addis Ababa,Active
C00632,AxiomDigital 632,USA,FinTech,Large,2893,11187792,2024-11-19,Mekelle,Tigray,Active
C00633,VertexCloud 633,USA,FinTech,Small,49,264452,2025-02-18,Harar,Harari,Active
C00634,Awash Import Export,Ethiopia,Agriculture,Micro,6,152536,2023-11-24,Hawassa,Sidama,Active
C00635,Bale Textile,Ethiopia,Agriculture,Small,36,338282,2024-09-26,Bahir Dar,Amhara,Active
C00636,Harar Manufacturing,Ethiopia,Real Estate,Small,47,366997,2022-12-27,Harar,Harari,Active
C00637,CipherIO 637,USA,Healthcare Tech,Medium,60,216852,2025-03-09,Hawassa,Sidama,Dissolved
C00638,Amhara Investment,Ethiopia,Import/Export,Medium,177,2830667,2024-08-26,Gondar,Amhara,Active
C00639,OrbitTech 639,USA,EdTech,Micro,7,238722,2024-05-03,Jimma,Oromia,Suspended
C00640,VertexSystems 640,USA,E-Commerce,Micro,6,69721,2025-04-25,Addis Ababa,Addis Ababa,Active
C00641,NovaNet 641,USA,FinTech,Small,18,24275,2023-01-17,Debre Birhan,Amhara,Dissolved
C00642,StratosGroup 642,USA,Healthcare Tech,Large,4038,54105387,2024-03-27,Mekelle,Tigray,Active
C00643,Rift Textile,Ethiopia,Agriculture,Small,31,132981,2024-07-06,Debre Birhan,Amhara,Active
C00644,Harar Construction,Ethiopia,Real Estate,Small,26,166914,2023-11-13,Nekemte,Oromia,Active
C00645,StratosTech 645,USA,E-Commerce,Micro,3,43244,2024-09-06,Gondar,Amhara,Active
C00646,OrbitLabs 646,USA,EdTech,Micro,9,51791,2024-10-11,Debre Birhan,Amhara,Active
C00647,ApexData 647,USA,Technology,Small,34,160716,2022-09-09,Adama,Oromia,Active
C00648,QuantumGroup 648,USA,Cloud Services,Large,4520,13136295,2023-08-31,Addis Ababa,Addis Ababa,Active
C00649,StratosData 649,USA,Healthcare Tech,Small,33,228734,2025-09-13,Bishoftu,Oromia,Active
C00650,VortexGroup 650,USA,Healthcare Tech,Micro,2,202611,2024-09-03,Dire Dawa,Dire Dawa,Dissolved
C00651,AxiomSolutions 651,USA,Healthcare Tech,Small,34,354988,2022-05-05,Addis Ababa,Addis Ababa,Active
C00652,Addis Agro,Ethiopia,Tourism,Enterprise,6752,36747185,2022-03-19,Hawassa,Sidama,Suspended
C00653,PrismNet 653,USA,Logistics,Small,28,107383,2025-11-17,Bahir Dar,Amhara,Active
C00654,VortexData 654,USA,E-Commerce,Micro,6,115077,2025-10-19,Debre Birhan,Amhara,Suspended
C00655,SynapseSolutions 655,USA,EdTech,Micro,4,81902,2023-09-29,Addis Ababa,Addis Ababa,Suspended
C00656,NexusCloud 656,USA,E-Commerce,Medium,196,403925,2024-09-29,Addis Ababa,Addis Ababa,Active
C00657,NexusData 657,USA,Logistics,Small,19,159473,2024-12-19,Debre Birhan,Amhara,Active
C00658,VertexDigital 658,USA,Logistics,Micro,3,25662,2022-11-23,Addis Ababa,Addis Ababa,Active
C00659,NovaTech 659,USA,E-Commerce,Micro,7,97460,2025-01-01,Mekelle,Tigray,Dissolved
C00660,QuantumTech 660,USA,E-Commerce,Small,41,264801,2024-04-09,Jimma,Oromia,Active
C00661,SynapseSolutions 661,USA,EdTech,Medium,175,1648474,2025-06-02,Addis Ababa,Addis Ababa,Active
C00662,Tigray Agro,Ethiopia,Import/Export,Small,43,477033,2025-04-26,Addis Ababa,Addis Ababa,Active
C00663,Lalibela Import Export,Ethiopia,Construction,Large,1383,4070104,2025-06-10,Mekelle,Tigray,Active
C00664,Harar Textile,Ethiopia,Manufacturing,Medium,222,3139315,2024-10-03,Jijiga,Somali,Active
C00665,FluxData 665,USA,Consulting,Small,40,342638,2022-12-20,Addis Ababa,Addis Ababa,Active
C00666,StratosDigital 666,USA,EdTech,Small,13,64271,2025-09-09,Adama,Oromia,Active
C00667,Abay Trading,Ethiopia,Retail,Small,13,47270,2023-12-21,Dire Dawa,Dire Dawa,Active
C00668,HelixVentures 668,USA,EdTech,Micro,1,249637,2025-05-26,Dire Dawa,Dire Dawa,Active
C00669,Tana Services,Ethiopia,Import/Export,Large,3800,5871138,2025-04-11,Addis Ababa,Addis Ababa,Active
C00670,VertexNet 670,USA,FinTech,Medium,217,3256735,2024-01-04,Addis Ababa,Addis Ababa,Active
C00671,CobaltDynamics 671,USA,Healthcare Tech,Small,20,68782,2024-12-10,Addis Ababa,Addis Ababa,Active
C00672,OrbitLabs 672,USA,Cloud Services,Large,3080,19208100,2022-10-02,Hosaena,SNNPR,Active
C00673,VertexAI 673,USA,EdTech,Medium,57,117518,2022-12-28,Bahir Dar,Amhara,Active
C00674,Nile PLC,Ethiopia,Import/Export,Micro,1,104417,2025-03-04,Hawassa,Sidama,Active
C00675,NovaVentures 675,USA,Cloud Services,Small,48,534261,2023-03-31,Dire Dawa,Dire Dawa,Active
C00676,CascadeLabs 676,USA,EdTech,Micro,1,74951,2023-08-13,Addis Ababa,Addis Ababa,Active
C00677,nOVAlABS 677,USA,Healthcare Tech,Small,49,472999,2023-11-12,Addis Ababa,Addis Ababa,Active
C00678,Amhara Manufacturing,Ethiopia,Manufacturing,Medium,139,180576,2022-04-02,Mekelle,Tigray,Active
C00679,PrismTech 679,USA,FinTech,Small,10,139720,2025-03-30,Addis Ababa,Addis Ababa,Active
C00680,StratosHub 680,USA,Healthcare Tech,Enterprise,13636,92350062,2024-07-28,Addis Ababa,Addis Ababa,Active
C00681,AetherTech 681,USA,Logistics,Small,15,275747,2024-04-08,Addis Ababa,Addis Ababa,Active
C00682,OrbitIO 682,USA,EdTech,Medium,99,2268144,2022-06-11,Bahir Dar,Amhara,Active
C00683,VortexVentures 683,USA,FinTech,Large,3683,11605378,2022-12-13,Bishoftu,Oromia,Active
C00684,VortexTech 684,USA,Consulting,Micro,3,48202,2023-01-29,Addis Ababa,Addis Ababa,Active
C00685,CascadeTech 685,USA,Cloud Services,Micro,5,102174,2023-01-02,Harar,Harari,Active
C00686,CipherSolutions 686,USA,Cloud Services,Micro,8,76913,2024-01-25,Gondar,Amhara,Active
C00687,FluxGroup 687,USA,E-Commerce,Medium,169,280140,2023-09-02,Bahir Dar,Amhara,Active
C00688,VortexNet 688,USA,Cloud Services,Small,27,274027,2025-01-17,Sodo,SNNPR,Dissolved
C00689,FluxHub 689,USA,Technology,Micro,2,39127,2024-10-07,Hawassa,Sidama,Active
C00690,Nile PLC,Ethiopia,Agriculture,Micro,4,158948,2023-01-09,Jimma,Oromia,Active
C00691,EmberVentures 691,USA,Logistics,Micro,6,16937,2022-11-13,Hawassa,Sidama,Active
C00692,PrismGroup 692,USA,EdTech,Small,42,160730,2023-12-30,Bishoftu,Oromia,Active
C00693,IonicHub 693,USA,FinTech,Small,44,365873,2025-02-01,Sodo,SNNPR,Active
C00694,OrbitCloud 694,USA,Healthcare Tech,Medium,214,382479,2024-01-15,Addis Ababa,Addis Ababa,Active
C00695,NovaCloud 695,USA,E-Commerce,Small,47,187259,2025-05-31,Addis Ababa,Addis Ababa,Active
C00696,VortexGroup 696,USA,Cloud Services,Small,42,1189581,2024-01-31,Arba Minch,SNNPR,Active
C00697,StratosLabs 697,USA,EdTech,Large,4422,15998745,2025-10-02,Gondar,Amhara,Active
C00698,VertexGroup 698,USA,FinTech,Medium,71,82642,2024-12-15,Addis Ababa,Addis Ababa,Active
C00699,VertexSystems 699,USA,Consulting,Micro,5,33344,2023-02-24,Addis Ababa,Addis Ababa,Active
C00700,EmberNet 700,USA,FinTech,Micro,5,74029,2025-08-02,Addis Ababa,Addis Ababa,Active
C00701,NovaCloud 701,USA,Healthcare Tech,Medium,79,280574,2022-02-26,Nekemte,Oromia,Active
C00702,EmberDynamics 702,USA,E-Commerce,Small,21,107592,2024-01-16,Bahir Dar,Amhara,Active
C00703,Lalibela Services,Ethiopia,Agriculture,Enterprise,29229,109591305,2022-07-12,Dire Dawa,Dire Dawa,Active
C00704,PrismVentures 704,USA,EdTech,Small,47,327057,2024-03-09,Gondar,Amhara,Dissolved
C00705,Addis Investment,Ethiopia,Import/Export,Small,14,117348,2022-06-28,Arba Minch,SNNPR,Active
C00706,OrbitLabs 706,USA,Consulting,Large,3303,29197683,2022-09-19,Addis Ababa,Addis Ababa,Active
C00707,CascadeAI 707,USA,Cloud Services,Micro,5,84901,2024-02-16,Nekemte,Oromia,Active
C00708,ApexHub 708,USA,Technology,Medium,171,2414705,2022-12-25,Bishoftu,Oromia,Active
C00709,SynapseDigital 709,USA,Technology,Micro,4,160704,2024-03-12,Dire Dawa,Dire Dawa,Active
C00710,Addis Construction,Ethiopia,Manufacturing,Medium,116,1366329,2023-04-02,Addis Ababa,Addis Ababa,Active
C00711,FluxVentures 711,USA,Healthcare Tech,Small,41,493316,2025-10-18,Addis Ababa,Addis Ababa,Active
C00712,HelixDigital 712,USA,Consulting,Small,33,160452,2024-09-17,Mekelle,Tigray,Active
C00713,Oromia Real Estate,Ethiopia,Import/Export,Medium,80,287675,2023-11-24,Addis Ababa,Addis Ababa,Active
C00714,IonicGroup 714,USA,Consulting,Small,29,85130,2023-07-10,Bahir Dar,Amhara,Active
C00715,PrismLabs 715,USA,Logistics,Micro,8,248768,2023-10-08,Mekelle,Tigray,Active
C00716,HelixAI 716,USA,E-Commerce,Medium,174,461975,2025-09-13,Jimma,Oromia,Active
C00717,ZenithVentures 717,USA,FinTech,Micro,8,87127,2025-07-14,Gondar,Amhara,Suspended
C00718,Abay PLC,Ethiopia,Agriculture,Micro,5,76166,2024-03-12,Dire Dawa,Dire Dawa,Active
C00719,fLUXsYSTEMS 719,USA,Logistics,Micro,6,135651,2025-04-11,Arba Minch,SNNPR,Active
C00720,OrbitAI 720,USA,Healthcare Tech,Enterprise,14582,137011559,2022-08-04,Adama,Oromia,Active
C00721,NovaDigital 721,USA,EdTech,Small,41,33429,2025-08-28,Addis Ababa,Addis Ababa,Dissolved
C00722,Lalibela Construction,Ethiopia,Construction,Medium,232,746525,2023-06-01,Addis Ababa,Addis Ababa,Active
C00723,QuantumIO 723,USA,Consulting,Small,37,534450,2024-11-14,Asella,Oromia,Active
C00724,CobaltData 724,USA,Healthcare Tech,Small,30,222133,2022-05-12,Adama,Oromia,Active
C00725,IonicNet 725,USA,Healthcare Tech,Small,48,238387,2024-12-20,Addis Ababa,Addis Ababa,Active
C00726,OrbitSolutions  726,USA,E-Commerce,Small,39,201338,2025-04-04,Hawassa,Sidama,Active
C00727,PrismLabs 727,USA,E-Commerce,Micro,6,161147,2024-11-09,Addis Ababa,Addis Ababa,Active
C00728,Nile Construction,Ethiopia,Construction,Micro,2,337614,2024-08-31,Hosaena,SNNPR,Active
C00729,Awash Import Export,Ethiopia,Tourism,Medium,193,841813,2025-04-17,Addis Ababa,Addis Ababa,Active
C00730,AetherLabs 730,USA,Cloud Services,Small,14,70273,2023-06-02,Nekemte,Oromia,Active
C00731,EmberNet 731,USA,Consulting,Medium,150,1360300,2023-11-30,Bishoftu,Oromia,Suspended
C00732,Harar Services,Ethiopia,Import/Export,Medium,189,725930,2022-02-26,Bishoftu,Oromia,Active
C00733,AetherLabs 733,USA,Healthcare Tech,Large,2643,15902075,2022-11-06,Mekelle,Tigray,Active
C00734,NexusDynamics 734,USA,Consulting,Micro,3,34483,2025-02-06,Dire Dawa,Dire Dawa,Active
C00735,FluxWorks 735,USA,E-Commerce,Micro,3,60820,2025-07-20,Gondar,Amhara,Active
C00736,Amhara Manufacturing,Ethiopia,Agriculture,Medium,87,397715,2023-02-19,Dire Dawa,Dire Dawa,Active
C00737,SynapseData 737,USA,Technology,Medium,233,4053861,2023-11-19,Addis Ababa,Addis Ababa,Active
C00738,CascadeIO 738,USA,Consulting,Micro,8,153328,2022-11-17,Addis Ababa,Addis Ababa,Active
C00739,OrbitIO 739,USA,Logistics,Micro,2,122214,2023-03-27,Jimma,Oromia,Active
C00740,Oromia Manufacturing,Ethiopia,Construction,Micro,6,188788,2022-06-04,Dire Dawa,Dire Dawa,Active
C00741,SynapseSystems 741,USA,Cloud Services,Medium,204,1717681,2023-06-11,Gondar,Amhara,Active
C00742,VertexData 742,USA,EdTech,Micro,2,50167,2024-01-18,Addis Ababa,Addis Ababa,Active
C00743,EmberSystems 743,USA,E-Commerce,Small,42,153546,2022-10-25,Addis Ababa,Addis Ababa,Active
C00744,AxiomAI 744,USA,Cloud Services,Medium,113,893856,2024-07-05,Arba Minch,SNNPR,Active
C00745,CipherSystems 745,USA,Healthcare Tech,Large,2746,5907700,2023-11-03,Addis Ababa,Addis Ababa,Active
C00746,PrismData 746,USA,Cloud Services,Medium,103,390219,2024-04-23,Addis Ababa,Addis Ababa,Suspended
C00747,NexusLabs 747,USA,Healthcare Tech,Enterprise,48113,376503073,2022-01-13,Addis Ababa,Addis Ababa,Suspended
C00748,ZenithIO 748,USA,FinTech,Medium,119,267148,2023-07-02,Adama,Oromia,Active
C00749,CipherIO 749,USA,FinTech,Medium,247,1191142,2024-05-27,Hawassa,Sidama,Active
C00750,VortexIO 750,USA,Consulting,Medium,117,1019506,2022-02-02,Addis Ababa,Addis Ababa,Active
C00751,AxiomData 751,USA,EdTech,Small,35,180913,2025-08-02,Addis Ababa,Addis Ababa,Active
C00752,AxiomGroup 752,USA,Consulting,Large,2551,25606702,2024-11-18,Adama,Oromia,Active
C00753,CobaltData 753,USA,Healthcare Tech,Large,2096,7867698,2025-07-03,Hawassa,Sidama,Active
C00754,ZenithCloud 754,USA,Technology,Small,49,195870,2023-07-08,Bishoftu,Oromia,Active
C00755,Amhara Construction,Ethiopia,Import/Export,Medium,110,622805,2022-04-07,Addis Ababa,Addis Ababa,Active
C00756,FluxHub 756,USA,Technology,Medium,88,761066,2025-06-27,Adama,Oromia,Active
C00757,PrismHub 757,USA,E-Commerce,Large,1759,7581141,2024-06-27,Addis Ababa,Addis Ababa,Active
C00758,StratosLabs 758,USA,EdTech,Medium,53,373279,2024-11-08,Adama,Oromia,Active
C00759,PrismCloud 759,USA,E-Commerce,Small,46,214794,2024-06-12,Addis Ababa,Addis Ababa,Active
